symbol,entry_date,exit_date,entry,exit,return_pct,pnl,weeks_held
KPIL.NS,2023-01-16,2023-02-06,534.48,473.92,-11.3,-189.0,3
LT.NS,2023-01-16,2023-02-20,2170.6,2054.18,-5.4,-42286.0,5
PETRONET.NS,2023-01-23,2023-05-15,200.23,197.72,-1.3,-13606.0,16
BRITANNIA.NS,2023-01-30,2023-02-27,4339.13,4135.6,-4.7,-40449.0,4
CARBORUNIV.NS,2023-01-30,2023-03-20,992.13,918.29,-7.4,-61951.0,7
PERSISTENT.NS,2023-01-30,2023-03-20,2366.05,2122.57,-10.3,-84054.0,7
POLYCAB.NS,2023-01-30,2023-03-20,2889.94,2767.49,-4.2,-36882.0,7
KPITTECH.NS,2023-01-30,2023-04-03,765.71,771.57,0.8,2061.0,9
SONATSOFTW.NS,2023-01-30,2024-03-11,291.1,699.17,140.2,1090225.0,58
LTF.NS,2023-02-06,2023-03-13,89.98,81.46,-9.5,-77955.0,5
M%26MFIN.NS,2023-02-06,2023-03-13,243.32,216.46,-11.0,-90247.0,5
CUMMINSIND.NS,2023-02-06,2023-04-10,1522.71,1451.3,-4.7,-40605.0,9
ZYDUSLIFE.NS,2023-02-06,2023-05-15,465.51,473.42,1.7,9363.0,14
ACE.NS,2023-02-06,2023-06-19,368.48,452.05,22.7,173488.0,19
CYIENT.NS,2023-02-06,2023-09-18,870.26,1554.88,78.7,611382.0,32
APARINDS.NS,2023-02-06,2024-01-08,2126.84,5189.06,144.0,1120169.0,48
NAVA.NS,2023-02-13,2023-03-13,126.7,112.05,-11.6,-94060.0,4
PGEL.NS,2023-02-13,2023-03-20,133.9,130.9,-2.2,-21365.0,5
APLAPOLLO.NS,2023-02-13,2023-04-03,1277.05,1188.02,-7.0,-58259.0,7
ZENTEC.NS,2023-02-13,2023-04-24,238.39,290.14,21.7,165377.0,10
FINCABLES.NS,2023-02-13,2023-05-29,662.14,772.59,16.7,126094.0,15
OIL.NS,2023-02-13,2023-06-19,158.24,146.81,-7.2,-60230.0,18
JBMA.NS,2023-02-20,2023-05-15,282.41,378.76,34.1,259760.0,12
SIEMENS.NS,2023-02-20,2023-05-22,1882.24,2058.2,9.3,68272.0,13
LINDEINDIA.NS,2023-02-20,2023-09-11,3857.67,5892.22,52.7,402034.0,29
PFC.NS,2023-02-27,2023-03-20,107.5,100.79,-6.2,-52507.0,3
NTPC.NS,2023-03-06,2023-04-17,165.4,153.72,-7.1,-60143.0,6
MGL.NS,2023-03-06,2023-08-07,907.78,931.21,2.6,16538.0,22
TRITURBINE.NS,2023-03-06,2023-08-14,333.38,366.83,10.0,75806.0,23
GAIL.NS,2023-03-06,2023-10-23,96.95,106.68,10.0,75835.0,33
TITAGARH.NS,2023-03-06,2023-10-23,253.3,741.91,192.9,1530325.0,33
GMRAIRPORT.NS,2023-03-13,2023-05-29,42.75,41.5,-2.9,-26652.0,11
POWERGRID.NS,2023-03-13,2023-07-10,149.65,161.07,7.6,55496.0,17
NH.NS,2023-03-13,2023-10-23,778.99,1002.29,28.7,219068.0,32
DRREDDY.NS,2023-03-27,2023-05-08,905.62,870.79,-3.8,-33930.0,6
ALKEM.NS,2023-03-27,2023-05-15,3311.89,3132.8,-5.4,-46069.0,7
BOSCHLTD.NS,2023-03-27,2023-07-31,18607.2,17817.39,-4.2,-36997.0,18
GLENMARK.NS,2023-03-27,2023-08-21,463.82,738.42,59.2,458451.0,21
MANAPPURAM.NS,2023-04-03,2023-05-01,119.96,101.73,-15.2,-124166.0,4
ABBOTINDIA.NS,2023-04-03,2023-05-08,21376.39,19955.98,-6.6,-56378.0,5
ANURAS.NS,2023-04-03,2023-05-29,940.74,1103.6,17.3,132824.0,8
IGL.NS,2023-04-03,2023-05-29,221.36,216.95,-2.0,-19721.0,8
MINDACORP.NS,2023-04-03,2023-06-05,247.48,269.99,9.1,67982.0,9
PGEL.NS,2023-04-03,2023-07-17,141.89,148.69,4.8,33910.0,15
JINDALSAW.NS,2023-04-03,2023-07-24,77.88,158.71,103.8,816860.0,16
CHOLAFIN.NS,2023-04-03,2023-07-31,843.78,1077.53,27.7,214980.0,17
NEULANDLAB.NS,2023-04-03,2023-09-11,2062.15,3711.62,80.0,627853.0,23
PFOCUS.NS,2023-04-10,2023-04-24,99.45,82.7,-16.8,-137282.0,2
INDIAMART.NS,2023-04-10,2023-07-03,2539.25,2593.66,2.1,12971.0,12
BAJAJ-AUTO.NS,2023-04-10,2023-08-07,3990.59,4365.48,9.4,70092.0,17
CARBORUNIV.NS,2023-04-17,2023-08-07,1049.39,1058.08,0.8,2607.0,16
BBTC.NS,2023-04-24,2023-05-08,1016.2,936.83,-7.8,-67319.0,2
RVNL.NS,2023-04-24,2023-05-08,105.68,121.35,14.8,116145.0,2
IRCON.NS,2023-04-24,2023-05-15,70.93,74.89,5.6,41207.0,3
GVT%26D.NS,2023-04-24,2023-05-22,175.23,189.95,8.4,64018.0,4
ITC.NS,2023-04-24,2023-07-31,357.25,389.78,9.1,31.0,14
NESTLEIND.NS,2023-04-24,2023-08-07,1052.01,1056.02,0.4,-797.0,15
SYNGENE.NS,2023-04-24,2023-08-21,671.49,760.03,13.2,102797.0,17
NEWGEN.NS,2023-04-24,2023-08-28,244.24,406.77,66.5,535170.0,18
RECLTD.NS,2023-04-24,2023-09-11,111.32,216.59,94.6,104.0,20
OFSS.NS,2023-04-24,2023-09-25,3008.62,3696.69,22.9,181252.0,22
WELSPUNLIV.NS,2023-04-24,2023-12-18,86.36,143.39,66.0,531244.0,34
ENGINERSIN.NS,2023-05-01,2023-09-18,94.15,138.62,47.2,311948.0,20
HUDCO.NS,2023-05-01,2023-10-16,49.5,71.57,44.6,22.0,24
ZENSARTECH.NS,2023-05-08,2023-10-16,320.91,486.13,51.5,425469.0,23
CHALET.NS,2023-05-08,2023-10-23,417.36,560.44,34.3,217841.0,24
FSL.NS,2023-05-08,2023-10-23,124.54,148.41,19.2,155802.0,24
TMPV.NS,2023-05-08,2024-03-11,510.35,924.35,81.1,672664.0,44
TECHNOE.NS,2023-05-15,2023-06-05,378.01,363.74,-3.8,-35986.0,3
CREDITACC.NS,2023-05-15,2023-06-26,1213.82,1248.1,2.8,19518.0,6
RAMCOCEM.NS,2023-05-15,2023-07-17,833.73,881.26,5.7,43717.0,9
CHENNPETRO.NS,2023-05-15,2023-07-24,297.21,359.48,20.9,172047.0,10
IOC.NS,2023-05-15,2023-08-14,70.83,77.51,9.4,75140.0,13
ZENTEC.NS,2023-05-15,2023-09-18,336.07,732.15,117.9,987453.0,18
JWL.NS,2023-05-22,2023-09-18,137.01,298.24,117.7,993213.0,17
CGPOWER.NS,2023-05-22,2023-10-02,386.15,414.99,7.5,59052.0,19
SCHNEIDER.NS,2023-05-22,2023-10-23,236.8,324.7,37.1,310349.0,22
FORCEMOT.NS,2023-05-29,2023-07-24,1931.32,2483.09,28.6,242252.0,8
OLECTRA.NS,2023-05-29,2023-07-24,775.78,1177.95,51.8,442981.0,8
3MINDIA.NS,2023-05-29,2023-09-11,25003.8,29381.22,17.5,144209.0,15
CEMPRO.NS,2023-05-29,2023-10-23,167.79,200.0,19.2,161386.0,21
TORNTPOWER.NS,2023-06-05,2023-06-26,653.79,593.21,-9.3,-85225.0,3
HBLENGINE.NS,2023-06-05,2023-09-18,139.42,248.91,78.5,681051.0,15
KIMS.NS,2023-06-19,2023-09-18,353.0,399.8,13.3,102862.0,13
SHRIRAMFIN.NS,2023-06-19,2024-03-11,318.31,438.25,37.7,329358.0,38
JKTYRE.NS,2023-06-26,2023-09-11,227.85,252.41,10.8,94099.0,11
KALYANKJIL.NS,2023-06-26,2023-09-18,145.27,214.86,47.9,346931.0,12
ACE.NS,2023-07-03,2023-09-04,589.96,712.04,20.7,162194.0,9
CRAFTSMAN.NS,2023-07-10,2023-10-09,4553.91,4500.81,-1.2,-13861.0,13
LTFOODS.NS,2023-07-17,2024-01-29,159.88,194.74,21.8,214183.0,28
RAILTEL.NS,2023-07-17,2024-02-12,151.86,371.46,144.6,1016378.0,30
GALLANTT.NS,2023-07-24,2023-10-23,88.32,84.63,-4.2,-47709.0,13
ESCORTS.NS,2023-07-24,2023-10-30,2466.53,3008.39,22.0,219191.0,14
POLYMED.NS,2023-07-24,2023-12-18,1233.31,1452.32,17.8,175993.0,21
AJANTPHARM.NS,2023-07-24,2024-07-08,1559.84,2139.36,37.2,374102.0,50
BLS.NS,2023-07-31,2023-09-18,240.68,260.81,8.4,48559.0,7
SAMMAANCAP.NS,2023-07-31,2023-10-02,146.02,151.51,3.8,33740.0,9
IRFC.NS,2023-07-31,2024-02-05,43.53,145.53,234.3,2420857.0,27
INDIANB.NS,2023-08-07,2023-08-28,362.24,353.05,-2.5,-32459.0,3
MAHABANK.NS,2023-08-07,2023-10-16,34.85,40.41,16.0,11.0,10
MANAPPURAM.NS,2023-08-07,2023-10-23,140.51,126.41,-10.0,-104773.0,11
TARIL.NS,2023-08-07,2024-02-05,52.96,155.96,194.5,2071309.0,26
COCHINSHIP.NS,2023-08-14,2023-09-18,413.56,491.63,18.9,199150.0,5
GRSE.NS,2023-08-14,2023-10-16,734.73,741.39,0.9,2845.0,9
GODREJIND.NS,2023-08-21,2023-10-16,544.1,654.85,20.4,202683.0,8
SUNTV.NS,2023-08-21,2024-01-15,566.19,629.12,11.1,119828.0,21
PGEL.NS,2023-08-28,2023-09-11,199.75,183.86,-8.0,-98554.0,2
PRESTIGE.NS,2023-08-28,2024-01-22,649.23,1200.95,85.0,984224.0,21
COALINDIA.NS,2023-09-04,2024-03-11,230.01,356.42,55.0,551401.0,27
BANKINDIA.NS,2023-09-11,2023-10-16,96.44,91.37,-5.3,-67869.0,5
IOB.NS,2023-09-11,2023-10-16,39.5,40.45,2.4,22435.0,5
UCOBANK.NS,2023-09-11,2023-10-16,39.3,37.23,-5.3,-54341.0,5
COHANCE.NS,2023-09-11,2023-10-30,559.0,557.0,-0.4,-10121.0,7
HDFCAMC.NS,2023-09-11,2024-05-06,1285.48,1717.56,33.6,390183.0,34
BERGEPAINT.NS,2023-09-18,2023-10-02,654.39,543.69,-16.9,-198620.0,2
BANKBARODA.NS,2023-09-18,2023-10-09,197.04,183.51,-6.9,-84008.0,3
DCMSHRIRAM.NS,2023-09-18,2023-10-09,1014.6,984.82,-2.9,-39162.0,3
UNIONBANK.NS,2023-09-18,2023-12-18,94.28,108.23,14.8,163134.0,13
JKTYRE.NS,2023-09-18,2024-03-11,271.06,428.73,58.2,657664.0,25
POWERGRID.NS,2023-09-18,2024-03-11,180.58,248.88,37.8,425609.0,25
TATAINVEST.NS,2023-09-18,2024-03-11,277.5,713.0,156.9,1784059.0,25
BLUESTARCO.NS,2023-09-18,2024-10-21,889.52,1832.22,106.0,1202625.0,57
ERIS.NS,2023-09-25,2023-10-23,866.7,831.0,-4.1,-53492.0,4
HINDCOPPER.NS,2023-09-25,2023-10-23,160.84,140.15,-12.9,-154778.0,4
LODHA.NS,2023-09-25,2023-10-23,793.14,738.76,-6.9,-85165.0,4
RBLBANK.NS,2023-09-25,2023-10-23,249.55,223.33,-10.5,-127390.0,4
KIRLOSENG.NS,2023-09-25,2024-03-04,530.23,818.39,54.3,623120.0,23
ECLERX.NS,2023-10-02,2023-10-23,1073.77,969.89,-9.7,-117818.0,3
PCBL.NS,2023-10-02,2024-02-26,182.18,286.32,57.2,656556.0,21
SPLPETRO.NS,2023-10-02,2024-03-04,503.72,648.86,28.8,328050.0,22
PHOENIXLTD.NS,2023-10-09,2023-10-23,1005.61,896.08,-10.9,-132903.0,2
NAM-INDIA.NS,2023-10-09,2024-03-11,361.77,436.66,20.7,235658.0,22
VIJAYA.NS,2023-10-09,2024-03-11,557.15,601.11,7.9,86198.0,22
KPRMILL.NS,2023-10-16,2023-11-06,816.78,764.72,-6.4,-79816.0,3
SUPREMEIND.NS,2023-10-16,2023-11-06,4595.76,4204.71,-8.5,-66502.0,3
HOMEFIRST.NS,2023-10-16,2023-11-20,930.96,875.96,-5.9,-74401.0,5
BBTC.NS,2023-10-16,2023-12-18,1446.79,1302.99,-9.9,-121139.0,9
FACT.NS,2023-10-16,2024-02-05,712.86,762.09,6.9,74328.0,16
NEWGEN.NS,2023-10-16,2024-02-12,559.78,759.19,35.6,407706.0,17
KARURVYSYA.NS,2023-10-16,2024-03-04,117.48,144.98,23.4,859.0,20
IPCALAB.NS,2023-10-23,2023-12-18,968.75,1054.51,8.9,93612.0,8
CREDITACC.NS,2023-10-23,2024-01-22,1574.56,1587.11,0.8,3313.0,13
PERSISTENT.NS,2023-10-23,2024-03-04,3011.09,4156.19,38.0,420436.0,19
SWANCORP.NS,2023-10-23,2024-03-04,377.67,691.4,83.1,925699.0,19
CANBK.NS,2023-10-23,2024-03-11,69.52,100.09,44.0,487533.0,20
JPPOWER.NS,2023-10-30,2023-11-27,11.8,13.05,10.6,115654.0,4
IDEA.NS,2023-10-30,2023-12-04,13.9,12.9,-7.2,-88191.0,5
JINDALSAW.NS,2023-10-30,2023-12-04,226.13,213.0,-5.8,-72299.0,5
CHENNPETRO.NS,2023-10-30,2024-01-22,540.34,725.45,34.3,386798.0,12
PHOENIXLTD.NS,2023-10-30,2024-01-22,1007.9,1146.99,13.8,75142.0,12
WELCORP.NS,2023-10-30,2024-02-12,451.8,538.74,19.2,214708.0,15
BRIGADE.NS,2023-10-30,2024-03-04,509.12,675.7,32.7,164.0,18
IRB.NS,2023-10-30,2024-03-04,17.14,30.25,76.5,870648.0,18
CDSL.NS,2023-10-30,2024-03-11,771.86,830.21,7.6,80851.0,19
MRPL.NS,2023-10-30,2024-03-11,106.79,201.93,89.1,1015231.0,19
RECLTD.NS,2023-10-30,2024-03-11,269.21,390.91,45.2,512274.0,19
SOBHA.NS,2023-10-30,2024-03-11,770.07,1230.47,59.8,679004.0,19
ETERNAL.NS,2023-10-30,2024-05-20,119.6,183.9,53.8,610377.0,29
NEULANDLAB.NS,2023-11-06,2024-03-04,5292.74,6401.8,21.0,240800.0,17
TRENT.NS,2023-11-06,2024-07-15,2488.74,5099.52,104.9,601298.0,36
LATENTVIEW.NS,2023-11-20,2024-01-01,467.95,451.9,-3.4,-42736.0,6
NBCC.NS,2023-11-27,2024-02-05,50.15,95.58,90.6,1130613.0,10
HOMEFIRST.NS,2023-12-04,2023-12-25,1024.26,920.19,-10.2,-92162.0,3
ADANIPORTS.NS,2023-12-04,2024-05-06,1013.19,1250.21,23.4,291512.0,22
CAPLIPOINT.NS,2023-12-18,2024-03-04,1394.69,1349.25,-3.3,-49108.0,11
SHYAMMETL.NS,2023-12-18,2024-03-04,599.39,630.72,5.2,61734.0,11
HFCL.NS,2023-12-18,2024-03-11,81.78,89.86,9.9,81136.0,12
OIL.NS,2023-12-18,2024-03-11,231.57,345.58,49.2,636809.0,12
GESHIP.NS,2023-12-18,2024-04-08,934.86,871.53,-6.8,-95051.0,16
IDEA.NS,2023-12-25,2024-01-15,16.2,15.1,-6.8,-56342.0,3
RPOWER.NS,2024-01-01,2024-02-05,31.65,27.8,-12.2,-132303.0,5
BSOFT.NS,2024-01-08,2024-02-26,766.39,757.56,-1.2,-23407.0,7
RVNL.NS,2024-01-15,2024-02-05,286.81,254.76,-11.2,-114791.0,3
OFSS.NS,2024-01-15,2024-04-15,6184.24,6888.26,11.4,159108.0,13
EIDPARRY.NS,2024-01-22,2024-02-05,623.9,583.75,-6.4,-63156.0,2
SCI.NS,2024-01-22,2024-02-05,199.12,220.78,10.9,156553.0,2
RITES.NS,2024-01-22,2024-03-11,319.93,293.31,-8.3,-133102.0,7
IDBI.NS,2024-01-22,2024-03-18,81.18,78.34,-3.5,-60382.0,8
IOB.NS,2024-01-29,2024-03-11,56.6,60.1,6.2,69256.0,6
KPITTECH.NS,2024-02-05,2024-02-19,1693.55,1549.56,-8.5,-142662.0,2
ACE.NS,2024-02-05,2024-03-11,1107.54,1231.55,11.2,169563.0,5
SBIN.NS,2024-02-05,2024-03-11,687.58,688.62,0.2,-5546.0,5
SCHNEIDER.NS,2024-02-05,2024-03-11,597.9,621.0,3.9,53300.0,5
PHOENIXLTD.NS,2024-02-05,2024-03-18,1383.5,1268.36,-8.3,-139921.0,6
INTELLECT.NS,2024-02-05,2024-04-08,987.63,969.42,-1.8,-37164.0,9
LUPIN.NS,2024-02-05,2024-04-15,1572.76,1558.31,-0.9,-22491.0,10
POWERINDIA.NS,2024-02-05,2024-05-06,6192.55,8753.69,41.4,646088.0,13
AEGISLOG.NS,2024-02-12,2024-03-11,427.55,376.03,-12.0,-202535.0,4
GRANULES.NS,2024-02-12,2024-03-11,456.43,416.74,-8.7,-148438.0,4
FORCEMOT.NS,2024-02-12,2024-05-20,5260.74,8491.33,61.4,981236.0,14
POLICYBZR.NS,2024-02-19,2024-09-23,1022.4,1660.0,62.4,1011323.0,31
DATAPATTNS.NS,2024-02-26,2024-03-11,2779.88,2346.12,-15.6,-267499.0,2
TRITURBINE.NS,2024-02-26,2024-03-11,509.27,462.96,-9.1,-159565.0,2
TATACHEM.NS,2024-03-04,2024-03-18,1171.73,1005.0,-14.2,-244487.0,2
BANKINDIA.NS,2024-03-04,2024-04-15,134.58,127.0,-5.6,-56278.0,6
PIDILITIND.NS,2024-03-04,2024-04-15,1410.36,1391.74,-1.3,-30234.0,6
UNIONBANK.NS,2024-03-04,2024-04-15,144.76,130.61,-9.8,-170558.0,6
SONACOMS.NS,2024-03-04,2024-04-22,679.71,640.3,-5.8,-104580.0,7
TATAPOWER.NS,2024-03-04,2024-05-06,407.16,407.99,0.2,-4915.0,9
HAL.NS,2024-03-04,2024-06-03,3286.42,4687.91,42.6,699067.0,13
JSL.NS,2024-03-04,2024-07-15,683.29,735.69,7.7,119008.0,19
BHARTIARTL.NS,2024-03-04,2024-09-30,1155.11,1616.96,40.0,655540.0,30
ABBOTINDIA.NS,2024-03-11,2024-03-25,27312.25,25911.01,-5.1,-85921.0,2
SOLARINDS.NS,2024-03-11,2024-04-08,8882.89,8405.76,-5.4,-90541.0,4
CGPOWER.NS,2024-03-18,2024-04-08,533.71,479.98,-10.1,-163825.0,3
SAPPHIRE.NS,2024-03-18,2024-04-15,317.7,298.2,-6.1,-102926.0,4
TMPV.NS,2024-03-18,2024-04-15,957.53,956.5,-0.1,-9432.0,4
THERMAX.NS,2024-03-18,2024-04-22,3858.61,4368.35,13.2,196645.0,5
TORNTPOWER.NS,2024-03-18,2024-05-06,1244.71,1289.27,3.6,47700.0,7
DMART.NS,2024-03-18,2024-05-27,4297.6,4392.95,2.2,26578.0,10
MARUTI.NS,2024-03-18,2024-05-27,11971.16,12443.98,3.9,53120.0,10
TRITURBINE.NS,2024-03-18,2024-06-03,493.88,550.27,11.4,169224.0,11
INDHOTEL.NS,2024-03-25,2024-04-22,593.8,569.06,-4.2,-73104.0,4
AMBUJACEM.NS,2024-03-25,2024-05-06,612.25,577.31,-5.7,-97217.0,6
TARIL.NS,2024-03-25,2024-05-06,206.34,292.7,41.9,647629.0,6
WOCKPHARMA.NS,2024-03-25,2024-05-06,613.0,530.05,-13.5,-219753.0,6
CHALET.NS,2024-03-25,2024-05-13,898.73,783.39,-12.8,-208846.0,7
CARBORUNIV.NS,2024-03-25,2024-05-27,1254.99,1626.35,29.6,455564.0,9
REDINGTON.NS,2024-03-25,2024-05-27,195.12,187.22,-4.1,-71313.0,9
TATASTEEL.NS,2024-03-25,2024-07-08,147.17,161.51,9.8,144859.0,15
HAVELLS.NS,2024-03-25,2024-07-15,1502.27,1742.72,16.0,242785.0,16
JINDALSTEL.NS,2024-03-25,2024-07-15,852.99,936.49,9.8,145425.0,16
AEGISLOG.NS,2024-03-25,2024-07-29,440.72,718.41,63.0,978801.0,18
INDIGO.NS,2024-03-25,2024-09-30,3563.93,4597.23,29.0,445676.0,27
NCC.NS,2024-04-01,2024-04-15,266.06,237.73,-10.6,-177860.0,2
VOLTAS.NS,2024-04-01,2024-05-06,1293.93,1265.38,-2.2,-43190.0,5
DATAPATTNS.NS,2024-04-01,2024-05-27,2713.71,3075.74,13.3,204710.0,8
SAIL.NS,2024-04-01,2024-06-03,144.35,149.55,3.6,49408.0,9
COCHINSHIP.NS,2024-04-01,2024-07-22,1090.84,2477.71,127.1,2020083.0,16
VEDL.NS,2024-04-01,2024-07-29,275.05,371.95,35.2,554073.0,17
NATIONALUM.NS,2024-04-01,2024-08-05,162.5,160.39,-1.3,-28622.0,18
MUTHOOTFIN.NS,2024-04-01,2024-09-30,1609.14,1905.42,18.4,32199.0,26
HEG.NS,2024-04-08,2024-05-20,461.32,447.2,-3.1,-57246.0,6
KEI.NS,2024-04-08,2024-07-15,3921.66,4003.34,2.1,12249.0,14
EXIDEIND.NS,2024-04-08,2024-07-29,395.54,485.12,22.6,355903.0,16
PETRONET.NS,2024-04-08,2024-09-09,278.29,313.19,12.5,193515.0,22
ASTERDM.NS,2024-04-15,2024-04-29,521.67,344.56,-34.0,-555570.0,2
GALLANTT.NS,2024-04-15,2024-05-06,257.28,282.57,9.8,150467.0,3
PHOENIXLTD.NS,2024-04-15,2024-05-06,1575.61,1421.94,-9.8,-165363.0,3
LINDEINDIA.NS,2024-04-15,2024-06-03,7432.44,8558.74,15.2,235733.0,7
CGPOWER.NS,2024-04-15,2024-07-15,535.75,672.18,25.5,402622.0,13
ARE%26M.NS,2024-04-15,2024-08-05,995.3,1505.64,51.3,818647.0,16
MOTHERSON.NS,2024-04-15,2024-08-05,83.11,122.52,47.4,136355.0,16
360ONE.NS,2024-04-15,2025-01-06,781.05,1081.68,38.5,612657.0,38
GVT%26D.NS,2024-04-22,2024-05-06,1083.03,974.63,-10.0,-175203.0,2
TEJASNET.NS,2024-04-22,2024-07-29,1036.28,1135.92,9.6,151869.0,14
ABFRL.NS,2024-04-22,2024-09-02,271.0,309.25,14.1,198680.0,19
SCHAEFFLER.NS,2024-04-29,2024-05-27,3756.88,4229.11,12.6,127540.0,4
DEEPAKNTR.NS,2024-05-06,2024-05-20,2474.83,2338.87,-5.5,-96937.0,2
TIINDIA.NS,2024-05-06,2024-05-27,4077.99,3688.73,-9.5,-162242.0,3
CARTRADE.NS,2024-05-06,2024-06-03,939.5,823.55,-12.3,-207737.0,4
MARICO.NS,2024-05-06,2024-06-17,579.28,598.05,3.2,44329.0,6
BHARATFORG.NS,2024-05-06,2024-07-08,1369.73,1610.01,17.5,275666.0,9
HONAUT.NS,2024-05-06,2024-07-15,46700.66,53152.49,13.8,210875.0,10
JWL.NS,2024-05-06,2024-07-15,487.53,601.96,23.5,371617.0,10
ASTRAL.NS,2024-05-06,2024-07-22,2161.14,2218.77,2.7,35013.0,11
SUPREMEIND.NS,2024-05-06,2024-07-22,5166.11,5393.88,4.4,63029.0,11
ZYDUSWELL.NS,2024-05-06,2024-09-09,339.9,439.61,29.3,466482.0,18
GODREJCP.NS,2024-05-06,2024-09-23,1273.66,1340.59,5.3,76876.0,20
VIJAYA.NS,2024-05-06,2024-10-21,791.32,883.47,11.6,180245.0,24
GVT%26D.NS,2024-05-13,2024-09-02,1242.75,1573.42,26.6,448863.0,16
UNOMINDA.NS,2024-05-20,2024-07-08,848.96,1024.15,20.6,348001.0,7
RVNL.NS,2024-05-20,2024-07-22,370.03,549.01,48.4,827591.0,9
FINCABLES.NS,2024-05-20,2024-08-05,1279.6,1457.32,13.9,231360.0,11
SAREGAMA.NS,2024-05-20,2024-08-05,470.72,471.21,0.1,-6865.0,11
LODHA.NS,2024-05-27,2024-07-08,1388.08,1404.34,1.2,11488.0,6
TITAGARH.NS,2024-05-27,2024-07-22,1561.69,1622.09,3.9,57679.0,8
EMAMILTD.NS,2024-05-27,2024-09-16,615.54,726.43,18.0,300245.0,16
GLENMARK.NS,2024-05-27,2024-09-16,1169.24,1699.14,45.3,768415.0,16
COROMANDEL.NS,2024-05-27,2024-09-23,1309.42,1641.21,25.3,370474.0,17
GLAXO.NS,2024-05-27,2024-09-23,2515.36,2587.28,2.9,40406.0,17
SUMICHEM.NS,2024-05-27,2024-10-21,469.07,497.69,6.1,95984.0,21
PFIZER.NS,2024-06-03,2024-06-17,4683.44,4387.04,-6.3,-120611.0,2
UNITDSPR.NS,2024-06-03,2024-07-01,1294.41,1230.92,-4.9,-95491.0,4
PRESTIGE.NS,2024-06-03,2024-07-08,1765.99,1745.11,-1.2,-29716.0,5
TEGA.NS,2024-06-03,2024-08-12,1640.66,1676.47,2.2,29693.0,10
DABUR.NS,2024-06-03,2024-09-30,581.92,556.17,-4.4,-87020.0,17
FACT.NS,2024-06-17,2024-08-12,1069.51,933.55,-12.7,-243171.0,8
CHAMBLFERT.NS,2024-06-17,2024-10-21,478.95,434.3,-9.3,-158163.0,18
WOCKPHARMA.NS,2024-07-01,2024-07-15,914.0,776.0,-15.1,-260698.0,2
CESC.NS,2024-07-08,2024-07-22,169.31,152.15,-10.1,-203366.0,2
SCI.NS,2024-07-08,2024-07-22,327.45,264.51,-19.2,-377039.0,2
JUBLINGREA.NS,2024-07-08,2024-08-12,595.27,641.11,7.7,137601.0,5
KPITTECH.NS,2024-07-08,2024-09-02,1844.93,1688.69,-8.5,-87162.0,8
OIL.NS,2024-07-08,2024-09-02,565.15,593.73,5.1,87087.0,8
MARICO.NS,2024-07-08,2024-10-14,646.05,652.07,0.9,8258.0,14
MPHASIS.NS,2024-07-15,2024-07-29,2738.4,2554.12,-6.7,-133319.0,2
CEMPRO.NS,2024-07-15,2024-09-09,505.83,478.25,-5.5,-109879.0,8
TCS.NS,2024-07-15,2024-09-16,3994.91,3994.96,0.0,-7752.0,9
CHOLAFIN.NS,2024-07-15,2024-09-30,1405.34,1501.0,6.8,116323.0,11
HINDUNILVR.NS,2024-07-15,2024-10-07,2599.66,2682.19,3.2,49293.0,12
SBILIFE.NS,2024-07-15,2024-10-07,1635.71,1733.04,6.0,100554.0,12
GILLETTE.NS,2024-07-15,2024-10-21,7336.82,7848.47,7.0,119368.0,14
HOMEFIRST.NS,2024-07-15,2024-10-21,1066.7,1095.33,2.7,23.0,14
KALYANKJIL.NS,2024-07-15,2024-11-11,526.52,651.43,23.7,428714.0,17
IFCI.NS,2024-07-22,2024-08-05,84.1,68.11,-19.0,-365488.0,2
IDBI.NS,2024-07-22,2024-08-12,102.8,92.91,-9.6,-189548.0,3
GRANULES.NS,2024-07-22,2024-09-09,560.22,552.16,-1.4,-36323.0,7
MMTC.NS,2024-07-22,2024-09-23,107.9,90.13,-16.5,-317831.0,9
GRAVITA.NS,2024-07-22,2024-10-21,1714.27,1979.73,15.5,280569.0,13
PFOCUS.NS,2024-07-22,2024-10-21,143.55,129.82,-9.6,-188528.0,13
PIIND.NS,2024-07-22,2024-10-21,4159.63,4293.8,3.2,50981.0,13
IEX.NS,2024-07-29,2024-09-23,184.61,197.16,6.8,117135.0,8
PCBL.NS,2024-07-29,2024-10-07,347.8,486.42,39.9,732248.0,10
ETERNAL.NS,2024-07-29,2024-10-14,254.0,258.0,1.6,19973.0,11
AJANTPHARM.NS,2024-07-29,2024-10-21,2695.76,2857.31,6.0,102035.0,12
NEULANDLAB.NS,2024-07-29,2024-12-09,10870.89,15169.38,39.5,723910.0,19
ZYDUSLIFE.NS,2024-08-05,2024-08-19,1282.15,1116.2,-12.9,-249491.0,2
TRITURBINE.NS,2024-08-05,2024-08-26,682.06,718.88,5.4,90902.0,3
DCMSHRIRAM.NS,2024-08-05,2024-09-09,1116.44,1068.62,-4.3,-88781.0,5
PATANJALI.NS,2024-08-05,2024-09-16,585.55,574.1,-2.0,-45600.0,6
RKFORGE.NS,2024-08-05,2024-10-21,929.42,903.73,-2.8,-60604.0,11
TRENT.NS,2024-08-05,2024-10-21,6290.02,7347.15,16.8,301795.0,11
INOXWIND.NS,2024-08-12,2024-09-30,215.7,223.39,3.6,57452.0,7
